business_date,country_name,currency_code,exchange_rate
26/01/2023,Indonesia,IDR,14947.5
26/01/2023,Iraq,IQD,1460
26/01/2023,Ireland,IEP,0.7256104
26/01/2023,Israel,ILS,3.4166
26/01/2023,Italy,ITL,1783.92295
26/01/2023,Jamaica,JMD,153.8474
26/01/2023,Japan,JPY,130.455
26/01/2023,Jordan,JOD,0.70985
26/01/2023,Kazakhstan,KZT,460.86
26/01/2023,Kenya,KES,124.35
26/01/2023,"Korea, Democratic People's Republic Of",KPW,130
26/01/2023,"Korea, Republic Of",KRW,1230.75
26/01/2023,Kuwait,KWD,0.30545
26/01/2023,Lao People's Democratic Republic,LAK,16858.98
26/01/2023,Latvia,LVL,0.6475
26/01/2023,Lebanon,LBP,1517.57
26/01/2023,Lesotho,LSL,17.2294
26/01/2023,Liberia,LRD,154.64945
26/01/2023,Lithuania,LTL,3.1811
26/01/2023,Luxembourg,LUF,37.16595
26/01/2023,Macau,MOP,8.06195
26/01/2023,Madagascar,MGA,4257.41
26/01/2023,Malawi,MWK,1026.435
26/01/2023,Malaysia,MYR,4.2455
26/01/2023,Maldives,MVR,15.35
26/01/2023,Malta,MTL,0.39555
26/01/2023,Mauritania,MRU,35.93
26/01/2023,Mauritius,MUR,44.35
26/01/2023,Mexico,MXN,18.8435
26/01/2023,Mexico,MXV,7.675
26/01/2023,Moldova,MDL,18.75
26/01/2023,Mongolia,MNT,3477.5
26/01/2023,Morocco,MAD,10.15295
26/01/2023,Mozambique,MZN,63.885
26/01/2023,Myanmar,MMK,2100
26/01/2023,Namibia,NAD,17.2294
26/01/2023,Nepal,NPR,130.542
26/01/2023,Netherlands,NLG,2.0303
26/01/2023,Netherlands Antilles,ANG,1.79
26/01/2023,New Zealand,NZD,1.5470297
26/01/2023,Nicaragua,NIO,36.57
26/01/2023,Nigeria,NGN,460.75
26/01/2023,North America Region,XNY,6.7755
26/01/2023,Norway,NOK,9.9081
26/01/2023,Oman,OMR,0.38505
26/01/2023,Pakistan,PKR,248.25
26/01/2023,Palladium Ounce,XPD,1679.935
26/01/2023,Panama,PAB,1
26/01/2023,Papua New Guinea,PGK,3.52355
26/01/2023,Paraguay,PYG,7393.345
26/01/2023,Peru,PEN,3.8817
26/01/2023,Philippines,PHP,54.405
26/01/2023,Platinum,XPT,0.0009758
26/01/2023,Poland,PLN,4.3417
26/01/2023,Portugal,PTE,184.70795
26/01/2023,Qatar,QAR,3.64175
26/01/2023,REPUBLIC OF NORTH MACEDONIA,MKD,56.61
26/01/2023,Romania,RON,4.49075
26/01/2023,Romania,ROL,44907.5
26/01/2023,Russian Federation,RUB,69.325
26/01/2023,Rwanda,RWF,1082
26/01/2023,SDR International Monetary Fund,XDR,0.74085
26/01/2023,Sao Tome & Principe,STN,22.80055
26/01/2023,Sao Tome & Principe,STD,21035
26/01/2023,Saudi Arabia,SAR,3.754
26/01/2023,Serbia,RSD,108.14
26/01/2023,Sierra Leone,SLL,19342.80665
26/01/2023,Sierra Leone,SLE,19.35
26/01/2023,Silver,XAG,0.0420622
26/01/2023,Singapore,SGD,1.3137
26/01/2023,Slovakia,SKK,27.75565
26/01/2023,Slovenia,SIT,220.78495
26/01/2023,Solomon Islands,SBD,8.244023
26/01/2023,Somalia,SOS,568.8982
26/01/2023,South Africa,ZAR,17.2294
26/01/2023,Spain,ESP,153.29465
26/01/2023,Sri Lanka,LKR,363
26/01/2023,Sudan,SDG,566.7707
26/01/2023,Swaziland,SZL,17.2294
26/01/2023,Sweden,SEK,10.3234
26/01/2023,Switzerland,CHF,0.92195
26/01/2023,Syrian Arab Republic,SYP,2512.5
26/01/2023,Taiwan,TWD,30.369
26/01/2023,"Tanzania, United Republic Of",TZS,2334
26/01/2023,Thailand,THB,32.76
26/01/2023,Trinidad and Tobago,TTD,6.77585
26/01/2023,Tunisia,TND,3.06285
26/01/2023,Turkey,TRY,18.808
26/01/2023,Uganda,UGX,3684.845
26/01/2023,Ukraine,UAH,36.917
26/01/2023,United Arab Emirates,AED,3.67305
26/01/2023,United Kingdom,GBP,0.8093561
26/01/2023,Uruguay,UYU,39.075
26/01/2023,Uzbekistan,UZS,11320.02
26/01/2023,Venezuela,VES,21.29225
26/01/2023,Venezuela,VEF,248520.96
26/01/2023,Vietnam,VND,23450
26/01/2023,Yemen,YER,250.165
26/01/2023,Zambia,ZMW,18.905
26/01/2023,Zimbabwe,ZWL,780.795
26/01/2023,Zimbabwe,ZWR,379.5
