business_date,country_name,currency_code,exchange_rate
27/01/2023,Hong Kong,HKD,7.82865
27/01/2023,Hungary,HUF,359.91425
27/01/2023,Iceland,ISK,143.075
27/01/2023,India,INR,81.52375
27/01/2023,Indonesia,IDR,14985
27/01/2023,Iraq,IQD,1460
27/01/2023,Ireland,IEP,0.7264802
27/01/2023,Israel,ILS,3.43615
27/01/2023,Italy,ITL,1786.14455
27/01/2023,Jamaica,JMD,153.7183
27/01/2023,Japan,JPY,129.975
27/01/2023,Jordan,JOD,0.70975
27/01/2023,Kazakhstan,KZT,460.665
27/01/2023,Kenya,KES,124.4
27/01/2023,"Korea, Democratic People's Republic Of",KPW,130
27/01/2023,"Korea, Republic Of",KRW,1231.35
27/01/2023,Kuwait,KWD,0.3054
27/01/2023,Lao People's Democratic Republic,LAK,16842.85
27/01/2023,Latvia,LVL,0.6483
27/01/2023,Lebanon,LBP,1523
27/01/2023,Lesotho,LSL,17.23625
27/01/2023,Liberia,LRD,156.7
27/01/2023,Lithuania,LTL,3.1851
27/01/2023,Luxembourg,LUF,37.21225
27/01/2023,Macau,MOP,8.06355
27/01/2023,Madagascar,MGA,4270
27/01/2023,Malawi,MWK,1026.435
27/01/2023,Malaysia,MYR,4.2445
27/01/2023,Maldives,MVR,15.35
27/01/2023,Malta,MTL,0.39605
27/01/2023,Mauritania,MRU,35.93
27/01/2023,Mauritius,MUR,44.35
27/01/2023,Mexico,MXN,18.7925
27/01/2023,Mexico,MXV,7.6772
27/01/2023,Moldova,MDL,18.715
27/01/2023,Mongolia,MNT,3465
27/01/2023,Morocco,MAD,10.1905
27/01/2023,Mozambique,MZN,63.9
27/01/2023,Myanmar,MMK,2097.61
27/01/2023,Namibia,NAD,17.23625
27/01/2023,Nepal,NPR,130.438
27/01/2023,Netherlands,NLG,2.03285
27/01/2023,Netherlands Antilles,ANG,1.79
27/01/2023,New Zealand,NZD,1.544998
27/01/2023,Nicaragua,NIO,36.41
27/01/2023,Nigeria,NGN,460.75
27/01/2023,North America Region,XNY,6.7755
27/01/2023,Norway,NOK,9.8935
27/01/2023,Oman,OMR,0.38505
27/01/2023,Pakistan,PKR,261.5
27/01/2023,Palladium Ounce,XPD,1628.49
27/01/2023,Panama,PAB,1
27/01/2023,Papua New Guinea,PGK,3.52355
27/01/2023,Paraguay,PYG,7413
27/01/2023,Peru,PEN,3.82625
27/01/2023,Philippines,PHP,54.475
27/01/2023,Platinum,XPT,0.000993
27/01/2023,Poland,PLN,4.34015
27/01/2023,Portugal,PTE,184.938
27/01/2023,Qatar,QAR,3.64175
27/01/2023,REPUBLIC OF NORTH MACEDONIA,MKD,56.78
27/01/2023,Romania,RON,4.51425
27/01/2023,Romania,ROL,45142.5
27/01/2023,Russian Federation,RUB,69.9375
27/01/2023,Rwanda,RWF,1082.5
27/01/2023,SDR International Monetary Fund,XDR,0.74115
27/01/2023,Sao Tome & Principe,STN,22.8321
27/01/2023,Sao Tome & Principe,STD,21035
27/01/2023,Saudi Arabia,SAR,3.7538
27/01/2023,Serbia,RSD,108.28
27/01/2023,Sierra Leone,SLL,19385.958
27/01/2023,Sierra Leone,SLE,19.825
27/01/2023,Silver,XAG,0.042683
27/01/2023,Singapore,SGD,1.3131
27/01/2023,Slovakia,SKK,27.79025
27/01/2023,Slovenia,SIT,221.0599
27/01/2023,Solomon Islands,SBD,8.2781456
27/01/2023,Somalia,SOS,568.90005
27/01/2023,South Africa,ZAR,17.23625
27/01/2023,Spain,ESP,153.48555
27/01/2023,Sri Lanka,LKR,366
27/01/2023,Sudan,SDG,566.8207
27/01/2023,Swaziland,SZL,17.23625
27/01/2023,Sweden,SEK,10.33625
27/01/2023,Switzerland,CHF,0.92305
27/01/2023,Syrian Arab Republic,SYP,2512.5
27/01/2023,Taiwan,TWD,30.369
27/01/2023,"Tanzania, United Republic Of",TZS,2339
27/01/2023,Thailand,THB,32.87
27/01/2023,Trinidad and Tobago,TTD,6.77585
27/01/2023,Tunisia,TND,3.0849
27/01/2023,Turkey,TRY,18.8094
27/01/2023,Uganda,UGX,3685
27/01/2023,Ukraine,UAH,36.745
27/01/2023,United Arab Emirates,AED,3.673
27/01/2023,United Kingdom,GBP,0.8092251
27/01/2023,Uruguay,UYU,38.55
27/01/2023,Uzbekistan,UZS,11334.96
27/01/2023,Venezuela,VES,21.69995
27/01/2023,Venezuela,VEF,248520.96
27/01/2023,Vietnam,VND,23467.5
27/01/2023,Yemen,YER,250.35
27/01/2023,Zambia,ZMW,18.9319
27/01/2023,Zimbabwe,ZWL,783.1934
27/01/2023,Zimbabwe,ZWR,379.5
